Tweet,Date
I couldn’t find a more updated graphic but this is a map showing the levels of displacement as a result of this civil war. The people suffering the most are the civilians. This war isn’t even for democracy. It’s to reinstate a dictator. It’s just a matter of which one.,2024-06-18
"PAY ATTENTION!!! 

Do you think it’s COINCIDENTAL that there is a movie called “Civil War” slated to release in Spring 2024, in which 24 states break away from the Union, as well Texas, and California becoming their own republics?

HOW MANY STATES, NOT including Texas",2024-01-30
"0.05 Seconds from Civil War.
I made this graphic to show you how close we really were yesterday. 

Trump 2024 ",2024-07-14
"In case you were concerned about a civil war. 

Here’s who we’re up against. ",2024-06-01
Why are these weird fucks so obsessed with civil war?,2024-08-05
"European ""civil war"" is a Russian government ploy.",2024-09-18
"A New English Civil War – be afraid, very afraid
 
You are angry. I am angry. We are all angry. We have watched for decades as our country slowly deteriorated and every single time we spoke up - we were told to shut up.
 
You have every right to be angry. We all do. This is our",2024-08-03
"Civil war is not ""coming"" because nobody has a stake in their nations wellbeing, nobody is like ""I have to protect gigazog""

What's coming is gang violence and police corruption as the state becomes increasingly insolvent, just like happens in every failed state e.g. chicago",2024-05-06
"There has never been a civil war in US history.

The War of Northern Aggression (1861-1865) was called a “civil war” to detract from the illegality of the armed invasion of the CSA.",2024-10-09
"BREAKING NEWS: Civil War Update, these six blokes claim a roundabout.",2024-08-08
"Rep Marjorie Taylor Greene (R-GA) and Trump Advisor Laura Loomer are in an increasingly hostile MAGA Civil War with each other, and I am totally here for it.  ",2024-09-30
They destroyed the Sphere for the new Civil War movie. Unbelievable.,2024-04-18
"These are the idiots that want a civil war with us…  
GM Patriots ",2024-04-26
"How's the Civil War going where you are?

Pretty quiet here. ",2024-05-31
"It's kinda like how Elon Musk has promising Full Self Driving on Teslas for years without delivering, he's also failing at delivering civil war in Europe.",2024-08-05
"Update: “Russia will win this war. It’s impossible for us to lose. If we are about to lose, we will ensure that everyone loses….”

- President Putin",2024-06-20
"Elon Musk thinks a UK civil war is inevitable due to immigration… I’d just like to remind everyone the Musk is an immigrant to the US, and before that he was an immigrant in Canada.",2024-08-04
Exclusive: Tommy Robinson Responds To UK Prime Minister's Call For His Arrest As UK Plunges Into Globalist Planned Civil War,2024-08-04
"Honored to be joining @zeteo_news as their political correspondent.
I'll keep focusing on war & foreign policy, the environment, corporate & political corruption, civil rights & justice, labor, and politics.
Press people, sources, friends:
prem@zeteonews.com
Signal premthakker.35",2024-07-24
"The movie “Civil War” is coming out in a few days.

In it, California and Texas join together to fight the US federal government. And Florida stays neutral.

Given how the country is polarized, and how people are unable to think logically, this movie is not really fiction.",2024-04-03
"
1/

Alot of people have dismissed the possibility of civil war in the US.

But there are a shocking number of factors that make the US one of the most likely candidate for civil strife in the western world",2023-06-17
As Always Fellow New Yorker ⁦@carlbernstein⁩ Speaks The Truth. “We Are In A Civil War.” Wake Up America!  Carl Is Correct. Thanks Jim ⁦@Acosta⁩ For Having Carl On!,2021-11-14
"When you are out and about, in 'civil' society this Summer, and you see large 'street parties' developing, remember that 'civil wars' have been an organized activity forever, and specific to times of extreme power politics within the power ELite structure. 

Here is an",2024-05-07
"Civil War (2024)
Haven't seen something like this in a while.. The brutal and morbid reality of war told through the perspective of someone who can't defend themselves.

The gunfire sequences create a sense of chaos that can only be felt on the battlefield.. But the real essence",2024-05-30
"We’re already in a civil war but the establishment insists on pretending it’s still politics, and then seems shocked when events like yesterday happen.

There was nothing shocking about it.
It’s a war for everything that matters. We need a plan, not hope.
https://mind-war.com/p/how-to-win-the-civil-war…",2024-07-15
"We are already in a civil war. The guns, the fascism, the racism. It’s all there. People “acting” like we’re not need to step down and get the fuck out of the way. Dear Mr. President, you need to get on live tv TONIGHT and condemn this and order DOJ to address it. @POTUS",2023-04-06
"There seems to be a pervasive sense that the country is in a crisis: 44% of people think we’re headed toward a civil war in the near future, including more than half of Republicans.",2022-06-01
People have such a warped perspective on civil war. The American civil war was an oddity with both opposing sides having defined borders. In reality another one wouldn’t be state v state or state vs fed.  It’ll be chaos. Worse than Neighbor v neighbor.,2023-12-13
"From Merriam-Webster: 

""Civil War: a war between opposing groups of citizens of the SAME country""

You can't HAVE a ""global civil war."" 

It's not a thing. That's just a war.",2024-08-25
"A civil war wouldn't be the south and midwest versus the coastal states, it would be a lot like the violence in Chihuahua from 2008-2011. There wouldn't be any winners.",2024-01-25
"It’s not a civil war Tim, just stop. This is just a hostile takeover of our government by a heavily armed group of globalists. A civil war would require the other side to fight back.",2023-12-20
"The first Civil War happened because the religious right was afraid the new President would take away their slaves.

Now they're threatening another Civil War if they can't enslave everybody under their theocracy.

So... not a whole lot has changed.",2023-12-21
"The second trailer for the film “Civil War” has been released.

A coalition of southern states Texas,  California, as well as Florida separated from the United States.

They started a war against Washington.",2024-02-20
"As I've long said, the US is-- still-- in a state of civil war. State decisions follow a logic of wartime violence: absent information on individual loyalties, which would be preferred, it will deliver punishment based on recently observed electoral patterns",2024-09-14
"¿Hollywood está preparando al pueblo estadounidense para lo que les viene?

Civil War (Guerra Civil) se estrena este 2024 y cuenta de una rebelión de 19 estados contra Washington. Algo como lo que está pasando hoy en Texas.",2024-01-31
The Civil War started when Confederacies of States banded together to repudiate the constitution which they felt had been drafted to protect their interest and way of life as it existed in 1789. This is the beginning of MAGA betrayal and grievance.,2023-06-15
"The Civil War you speak of, is happening. The weapons, the soldiers, the battlefields,  are different now, but the goal is the same. We are exactly, in a civil war.",2023-07-21
Russia is officially in a civil war! Putin’s military vs Wagner’s paramilitary ,2023-06-23
"NEW - Over 50% of Americans agree that ""in the next several years, there will be civil war in the United States"" a new study by the University of California finds.",2022-07-21
"A few days ago, when officers were shot serving eviction papers, I warned that this would be the new battleground.

This morning, a man set fire to a building he had been evicted from and shot people as they fled and then shot firefighters.

You're already in the civil war.",2022-08-29
"A civil war ????? What civil war could we possibly have with those people ? A civil war is between parts of the same people, for political or religious motives. What's impending is a war of liberation, a decolonization war, a revolt of the natives against the occupier (and the",2024-08-06
"Dear white people, Yall ready for the alliance that united the union and defeated democrats in a civil war? 

I think so.",2024-09-01
"Update: WAR!! Iran is preparing to launch the largest drone, cruise missile and ballistic missile attack in Middle East history!!",2024-08-01
"The owner of the X platform Elon Musk saying ""civil war is inevitable"" in the UK is spreading a narrative that is crucial to socialising people with fairly extreme views towards condoning violence to protect their group.

Need strong responses from govt, Ofcom, parliament",2024-08-04
"Ex UK football player and snack promoter Gary Lineker was born in the Eisenhower era.

He has seen:

1. The Second Congo War (5,000,000 dead)
2. The Vietnam War (4,000,000 dead)
3. Soviet–Afghan War (2,000,000 dead)
4. The Nigerian Civil War (2,000,000 dead)
5. The Second",2024-05-11
"Just Elon Musk engaging in arrant incitement in the UK.

Thoroughly irresponsible, especially in the context of Musk saying ""civil war"" in the UK is ""inevitable"". He's having fun fanning the flames.",2024-08-06
"whenever this so called civil war starts, our rallying point will be the produce section at a grocery store

they’ll never find us there",2024-09-25
" to Vince Ellison response when asked about his thoughts on reparations .

America has ALREADY paid full reparations for Slavery with 1.5 Million casualties during the Civil War.",2024-07-12
"I find it rather amusing that all these dumb fuckers that yap about having a ""civil war"" ..can't even fucking walk back to their cars from a Klan rally..",2024-10-13
"if no one told you today, you are allowed to like Drake & Kendrick’s music

wtf is up with some of yall? cosplaying as their siblings making this shit weird as fuck. acting like you gotta pick some side like there’s boutta be a civil war and you’re goin into battle fucking",2024-09-13
"British Police: You've Made Some ""Offensive"" Comments on Facebook, and We're Here to Arrest You

After 3 young girls were brutally murdered, speech is the crime that police focus on.

This type of sh*t is why Elon Musk believes, ""Civil war is inevitable.""",2024-08-06
Do you think there will be a civil war in any European country?,2024-07-13
"YOU want “white” churches to give you money to atone for what?

660,000 white soldiers died in the Civil War defending YOU.

Fuck your reparations. 

Apologize.",2024-03-27
Update: Russia is planning of declaring its own ‘no fly zone!’ Over the Black Sea! Will shoot down any NATO surveillance drone flying near Crimea giving targeting information to Ukraine!! War is about to heat up quick!!,2024-06-24
"All you MAGA idiots spewing ""Civil War,"" ""it's go time,"" ""a storm is coming,"" etc. 

Why don't you traitor pussies stop talking and actually do something? Be about it. 

And with the utmost disrespect—fuck you ",2024-05-30
"MAGA:

“If Trump is convicted … There will be Civil War”

Me:

“All 2’s Of You ?”",2024-04-23
" This was definitely Not teach in history, but remember and know this it WAS the Republicans PRESIDENT LINCOLN that Fought the DEMORATS to FREE THE SLAVES
AND VOTED TO GIVE THEM THE RIGHT TO VOTETHAT’S WHAT WAS PART IF THE CIVIL WAR
VOTE TRUMP 2024",2024-10-17
"In reality, the Civil War was not a civil war.  In a civil war, two or more factions fight for control of the national government.  But the South was not trying to overthrow the national government, nor was it trying to achieve exclusive control of the government.",2024-05-24
"civil war is very reflective of a centrist-liberal nihilism at work in the biden administration & across all levels of american political life: the tacit admission that the system doesn't work, that everything is gradually falling apart, but still the refusal to change anything.",2024-04-12
"This, modern civil wars aren't 2 armies fighting each other, it's hundreds of small groups massacring those they don't agree with",2024-06-10
"The definition of a civil war is a war between two organized groups within the same country, where the goal of one may be to take control of the country or a region, to achieve independence for a region, or to change government policies.

Did you not listen in school, Steve?",2024-03-28
"There is a fear among many of “civil war.”

The fear is well-founded because we’re already in it. In fact we’re already in WWIII. It’s just not being fought with howitzers, yet.

While we fuss about norms and politics, the war marches on and we lose more and more.",2021-11-14
"There’s a movie coming out called Civil War. It’s an action film based on modern day political strife and the trailer was so unsettling to watch, I’m not even sharing it. But the point is, what the hell kind of world are we living in when a Hollywood movie about American citizens",2024-02-17
"Make no mistake a civil war is already underway. With control of the media and the constant rhetoric, the current regime is already fighting it. It’s not the blood and guts of traditional “war” but it is already here.",2022-08-28
"It’s in the framing. The establishment calls it a “civil war,” but that’s incorrect. To be a civil war implies that two sides are fighting in an effort for one to take control of the other. It is more accurate to call it a war of Northern Aggression or Southern Independence",2022-08-18
People keep talking about the “coming” civil war… what most don’t realize is that it’s already started. There’s an active Cold War between polarized political ideologies in the United States. Right wing insurgents have carried out politically motivated attacks on the Capital.,2023-04-23
"They say we’re on the edge of civil war. Fighting is still going on. Some people mown down by tanks have lost their heads, or limbs cut off. One pregnant woman was shot dead. Soldiers appear to be chasing people right into their homes and even shooting them inside their homes.",2022-06-04
Update: Taiwan on full alert! Prepares for invasion!! Chinese President Xi orders that Taiwan be surrounded and cut off from all foreign influence!! War is coming soon!!,2024-10-14
"I’m tired of the Civil War talk.

I’m tired of the attempts to manufacture chaos.

I’m sick and tired of the doom and gloom, rooting for us to fail, anti-American sewage that spews from the MAGA Republicans.

I’m voting for a better future.

I’m a veteran voting for Kamala Harris",2024-08-05
Do you think there will be a civil war in the United Kingdom?,2024-07-19
"I’m convinced that Biden democrats are going to start a civil war.

We are 7 months out from the election and they are already cheating hard core by trying to wrongfully bankrupt the Republican nominee and imprison him. 

I’m going to be blunt. I don’t want to live with Biden",2024-03-19
"Trump would like you to have a civil war now so he doesn’t have to go to prison, America",2024-01-25
"Visited Picasso’s “Guernica” in Madrid. Still one of the most dangerous paintings in history. It depicts civilians massacred by fascist bombs in the Spanish Civil War. The scattered limbs, the unanswered cries for help and the mother’s anguished eyes holding her dead child could",2024-07-13
"Why does @elonmusk sound excited at the prospect of civil war?

Someone tell him this isn’t a friggin movie.",2024-08-05
"Church Kneegrows are having a civil war over Kamala and Trump, lol. This Sista is preaching, lol",2024-09-15
